category,meta,meta,commod,commod,commod,signals int,actions,actions,actions,actions,actions,scores,scores,scores,scores,clock,clock,clock,clock,clock,clock,clock,utils,utils,utils,utils,utils
series, state,action picked,hunger,energy,fun,drowsy,bored,sleep,eat,work,relax,hunger,energy,fun,total,ts,ts - hour,date,period - day,period - week,period - year,type_day,bored,sleep,eat,work,relax
1009,work,work,25.0,86.0,87.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-11 12:15:00,2024-01-11 13:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.010000000000000009,0.7174254926465876,1,0.12
1010,work,work,24.0,85.0,86.0,-1,0,0,0,1,0,0.0,2.0,2.0,1.0,2024-01-11 12:30:00,2024-01-11 13:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.020000000000000018,0.725,1,0.13
1011,work,work,23.0,84.0,85.0,-1,0,0,0,1,0,0.0,2.0,2.0,1.0,2024-01-11 12:45:00,2024-01-11 13:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.030000000000000027,0.7324244923464075,1,0.14
1012,work,work,22.0,83.0,84.0,-1,0,0,0,1,0,0.0,2.0,2.0,1.0,2024-01-11 13:00:00,2024-01-11 13:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.040000000000000036,0.7396958749638074,1,0.15000000000000002
1013,eat,eat,33.0,82.0,84.0,-1,0,0,1,0,0,1.0,2.0,2.0,1.5,2024-01-11 13:15:00,2024-01-11 14:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.050000000000000044,0.7468108532838845,-1,0.16000000000000003
1014,eat,eat,44.0,81.0,84.0,-1,0,0,1,0,0,1.0,2.0,2.0,1.5,2024-01-11 13:30:00,2024-01-11 14:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.06000000000000005,0.910429432664245,-1,0.16000000000000003
1015,eat,eat,55.0,80.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-11 13:45:00,2024-01-11 14:00:00,2024-01-11,NOON,THURSDAY,WINTER,work,0.16,0.06999999999999995,0.8081370184487248,-1,0.16000000000000003
1016,eat,eat,66.0,79.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-11 14:00:00,2024-01-11 14:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.07999999999999996,0.6921090832097384,-1,0.16000000000000003
1017,work,work,65.0,78.0,83.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 14:15:00,2024-01-11 15:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.08999999999999997,0.5638134652940265,1,0.16000000000000003
1018,work,work,64.0,77.0,82.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 14:30:00,2024-01-11 15:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.09999999999999998,0.3259532463605942,1,0.17000000000000004
1019,work,work,63.0,76.0,81.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 14:45:00,2024-01-11 15:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.10999999999999999,0.33799999999999997,1,0.18000000000000005
1020,work,work,62.0,75.0,80.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 15:00:00,2024-01-11 15:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.12,0.34995300220879233,1,0.18999999999999995
1021,work,work,61.0,74.0,79.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 15:15:00,2024-01-11 16:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.13,0.3618115118112677,1,0.19999999999999996
1022,work,work,60.0,73.0,78.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 15:30:00,2024-01-11 16:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.14,0.37357476976969406,1,0.20999999999999996
1023,work,work,59.0,72.0,77.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 15:45:00,2024-01-11 16:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.15000000000000002,0.38524199845511,1,0.21999999999999997
1024,work,work,58.0,71.0,76.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 16:00:00,2024-01-11 16:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.16000000000000003,0.3968124008757522,1,0.22999999999999998
1025,work,work,57.0,70.0,75.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 16:15:00,2024-01-11 17:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.17000000000000004,0.40828515985989333,1,0.24
1026,work,work,56.0,69.0,74.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 16:30:00,2024-01-11 17:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.18000000000000005,0.41965943718956733,1,0.25
1027,work,work,55.0,68.0,73.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 16:45:00,2024-01-11 17:00:00,2024-01-11,AFTERNOON,THURSDAY,WINTER,work,0.16,0.19000000000000006,0.4309343726813185,1,0.26
1028,work,work,54.0,67.0,72.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 17:00:00,2024-01-11 17:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.19999999999999996,0.4421090832097384,1,0.27
1029,work,work,53.0,66.0,71.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 17:15:00,2024-01-11 18:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.20999999999999996,0.45318266166912513,1,0.28
1030,work,work,52.0,65.0,70.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 17:30:00,2024-01-11 18:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.21999999999999997,0.46415417586813246,1,0.29000000000000004
1031,work,work,51.0,64.0,69.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 17:45:00,2024-01-11 18:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.22999999999999998,0.47502266735174514,1,0.30000000000000004
1032,work,work,50.0,63.0,68.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-11 18:00:00,2024-01-11 18:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.24,0.4857871501443146,1,0.31000000000000005
1033,work,work,49.0,62.0,67.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-11 18:15:00,2024-01-11 19:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.25,0.49644660940672625,1,0.31999999999999995
1034,work,work,48.0,61.0,66.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-11 18:30:00,2024-01-11 19:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.26,0.507,1,0.32999999999999996
1035,work,work,47.0,60.0,65.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-11 18:45:00,2024-01-11 19:00:00,2024-01-11,SUNSET,THURSDAY,WINTER,work,0.16,0.27,0.5174462449467755,1,0.33999999999999997
1036,work,work,46.0,59.0,64.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-11 19:00:00,2024-01-11 19:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.28,0.5277842337811509,1,0.35
1037,eat,eat,57.0,58.0,64.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-11 19:15:00,2024-01-11 20:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.29000000000000004,0.5380128207762377,-1,0.36
1038,eat,eat,68.0,57.0,64.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-11 19:30:00,2024-01-11 20:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.30000000000000004,0.6696594371895673,-1,0.36
1039,eat,eat,79.0,56.0,64.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-11 19:45:00,2024-01-11 20:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.31000000000000005,0.5392576349159981,-1,0.36
1040,eat,eat,90.0,55.0,64.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-11 20:00:00,2024-01-11 20:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.31999999999999995,0.3978326410320684,-1,0.36
1041,relax,relax,89.0,54.0,85.5,-1,0,0,0,0,1,2.0,2.0,2.0,2.0,2024-01-11 20:15:00,2024-01-11 21:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.32999999999999996,0.24618503175453757,-1,0.36
1042,relax,relax,88.0,53.0,100.0,-1,0,0,0,0,1,2.0,2.0,2.0,2.0,2024-01-11 20:30:00,2024-01-11 21:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.33999999999999997,0.010375679246962283,-1,0.545
1043,relax,relax,87.0,52.0,100.0,-1,0,0,0,0,1,2.0,2.0,2.0,2.0,2024-01-11 20:45:00,2024-01-11 21:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.35,0.024486826271076373,-1,0.4
1044,relax,relax,86.0,51.0,100.0,-1,0,0,0,0,1,2.0,2.0,2.0,2.0,2024-01-11 21:00:00,2024-01-11 21:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.36,0.03851802238127314,-1,0.4
1045,relax,relax,85.0,50.0,100.0,-1,0,0,0,0,1,2.0,2.0,2.0,2.0,2024-01-11 21:15:00,2024-01-11 22:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.37,0.05246880938736945,-1,0.4
1046,relax,relax,84.0,49.0,100.0,-1,0,0,0,0,1,2.0,1.0,2.0,1.6666666666666667,2024-01-11 21:30:00,2024-01-11 22:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.38,0.06633872113010467,-1,0.4
1047,relax,relax,83.0,48.0,100.0,-1,0,0,0,0,1,2.0,1.0,2.0,1.6666666666666667,2024-01-11 21:45:00,2024-01-11 22:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.39,0.08012728324741894,-1,0.4
1048,sleep,sleep,82.0,63.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 22:00:00,2024-01-11 22:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.4,0.09383401293102325,-1,0.4
1049,sleep,sleep,81.0,78.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 22:15:00,2024-01-11 23:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,1.0,0.1074584186727319,-1,0.0
1050,sleep,sleep,80.0,93.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 22:30:00,2024-01-11 23:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,1.0,0.12099999999999991,-1,0.0
1051,sleep,sleep,79.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 22:45:00,2024-01-11 23:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.85,0.1344582472000672,-1,0.0
1052,sleep,sleep,78.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 23:00:00,2024-01-11 23:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.79,0.14783264103206842,-1,0.0
1053,sleep,sleep,77.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 23:15:00,2024-01-12 00:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.79,0.1611226524264279,-1,0.0
1054,sleep,sleep,76.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 23:30:00,2024-01-12 00:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.79,0.17432774217080663,-1,0.0
1055,sleep,sleep,75.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-11 23:45:00,2024-01-12 00:00:00,2024-01-11,NIGHT,THURSDAY,WINTER,work,0.16,0.79,0.18744736058181757,-1,0.0
1056,sleep,sleep,74.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 00:00:00,2024-01-12 00:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.200480947161671,-1,0.0
1057,sleep,sleep,73.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 00:15:00,2024-01-12 01:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.21342793023884568,-1,0.0
1058,sleep,sleep,72.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 00:30:00,2024-01-12 01:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.2262877265918202,-1,0.0
1059,sleep,sleep,71.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 00:45:00,2024-01-12 01:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.239059741054823,-1,0.0
1060,sleep,sleep,70.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 01:00:00,2024-01-12 01:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.25174336610447856,-1,0.0
1061,sleep,sleep,69.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 01:15:00,2024-01-12 02:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.2643379814261472,-1,0.0
1062,sleep,sleep,68.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 01:30:00,2024-01-12 02:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.27684295345865284,-1,0.0
1063,sleep,sleep,67.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 01:45:00,2024-01-12 02:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.2892576349159981,-1,0.0
1064,sleep,sleep,66.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 02:00:00,2024-01-12 02:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.30158136428454574,-1,0.0
1065,sleep,sleep,65.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 02:15:00,2024-01-12 03:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.31381346529402654,-1,0.0
1066,sleep,sleep,64.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 02:30:00,2024-01-12 03:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.3259532463605942,-1,0.0
1067,sleep,sleep,63.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 02:45:00,2024-01-12 03:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.33799999999999997,-1,0.0
1068,sleep,sleep,62.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 03:00:00,2024-01-12 03:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.34995300220879233,-1,0.0
1069,sleep,sleep,61.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 03:15:00,2024-01-12 04:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.3618115118112677,-1,0.0
1070,sleep,sleep,60.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 03:30:00,2024-01-12 04:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.37357476976969406,-1,0.0
1071,sleep,sleep,59.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 03:45:00,2024-01-12 04:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.38524199845511,-1,0.0
1072,sleep,sleep,58.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 04:00:00,2024-01-12 04:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.3968124008757522,-1,0.0
1073,sleep,sleep,57.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 04:15:00,2024-01-12 05:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.40828515985989333,-1,0.0
1074,sleep,sleep,56.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 04:30:00,2024-01-12 05:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.41965943718956733,-1,0.0
1075,sleep,sleep,55.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 04:45:00,2024-01-12 05:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.4309343726813185,-1,0.0
1076,sleep,sleep,54.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 05:00:00,2024-01-12 05:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.4421090832097384,-1,0.0
1077,sleep,sleep,53.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 05:15:00,2024-01-12 06:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.45318266166912513,-1,0.0
1078,sleep,sleep,52.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 05:30:00,2024-01-12 06:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.46415417586813246,-1,0.0
1079,sleep,sleep,51.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 05:45:00,2024-01-12 06:00:00,2024-01-12,NIGHT,FRIDAY,WINTER,work,0.16,0.79,0.47502266735174514,-1,0.0
1080,sleep,sleep,50.0,99.0,100.0,-1,0,1,0,0,0,2.0,2.0,2.0,2.0,2024-01-12 06:00:00,2024-01-12 06:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.4857871501443146,-1,0.0
1081,sleep,sleep,49.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 06:15:00,2024-01-12 07:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.49644660940672625,-1,0.0
1082,sleep,sleep,48.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 06:30:00,2024-01-12 07:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.507,-1,0.0
1083,sleep,sleep,47.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 06:45:00,2024-01-12 07:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.5174462449467755,-1,0.0
1084,sleep,sleep,46.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 07:00:00,2024-01-12 07:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.5277842337811509,-1,0.0
1085,sleep,sleep,45.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 07:15:00,2024-01-12 08:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.5380128207762377,-1,0.0
1086,sleep,sleep,44.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 07:30:00,2024-01-12 08:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.5481308230375284,-1,0.0
1087,sleep,sleep,43.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 07:45:00,2024-01-12 08:00:00,2024-01-12,SUNRISE,FRIDAY,WINTER,work,0.16,0.79,0.5581370184487248,-1,0.0
1088,sleep,sleep,42.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 08:00:00,2024-01-12 08:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.79,0.568030143455014,-1,0.0
1089,sleep,sleep,41.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 08:15:00,2024-01-12 09:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.79,0.5778088906668698,-1,0.0
1090,sleep,sleep,40.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 08:30:00,2024-01-12 09:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.79,0.5874719062652533,-1,0.0
1091,sleep,sleep,39.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 08:45:00,2024-01-12 09:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.79,0.5970177871865295,-1,0.0
1092,sleep,sleep,38.0,99.0,100.0,-1,0,1,0,0,0,1.0,2.0,2.0,1.5,2024-01-12 09:00:00,2024-01-12 09:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.79,0.6064450780624624,-1,0.0
1093,work,work,37.0,98.0,99.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 09:15:00,2024-01-12 10:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.79,0.6157522678871789,1,0.0
1094,work,work,36.0,97.0,98.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 09:30:00,2024-01-12 10:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6249377863789659,1,0.010000000000000009
1095,work,work,35.0,96.0,97.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 09:45:00,2024-01-12 10:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.634,1,0.020000000000000018
1096,work,work,34.0,95.0,96.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 10:00:00,2024-01-12 10:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6429372075915134,1,0.030000000000000027
1097,work,work,33.0,94.0,95.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 10:15:00,2024-01-12 11:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6517476355752597,1,0.040000000000000036
1098,work,work,32.0,93.0,94.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 10:30:00,2024-01-12 11:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.660429432664245,1,0.050000000000000044
1099,work,work,31.0,92.0,93.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 10:45:00,2024-01-12 11:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6689806640162438,1,0.06000000000000005
1100,work,work,30.0,91.0,92.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 11:00:00,2024-01-12 11:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6773993047522693,1,0.06999999999999995
1101,work,work,29.0,90.0,91.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 11:15:00,2024-01-12 12:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6856832327484502,1,0.07999999999999996
1102,work,work,28.0,89.0,90.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 11:30:00,2024-01-12 12:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.6938302205930994,1,0.08999999999999997
1103,work,work,27.0,88.0,89.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 11:45:00,2024-01-12 12:00:00,2024-01-12,MORNING,FRIDAY,WINTER,work,0.16,0.0,0.7018379265803829,1,0.09999999999999998
1104,work,work,26.0,87.0,88.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 12:00:00,2024-01-12 12:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.0,0.7097038845869209,1,0.10999999999999999
1105,work,work,25.0,86.0,87.0,-1,0,0,0,1,0,1.0,2.0,2.0,1.5,2024-01-12 12:15:00,2024-01-12 13:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.010000000000000009,0.7174254926465876,1,0.12
1106,work,work,24.0,85.0,86.0,-1,0,0,0,1,0,0.0,2.0,2.0,1.0,2024-01-12 12:30:00,2024-01-12 13:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.020000000000000018,0.725,1,0.13
1107,work,work,23.0,84.0,85.0,-1,0,0,0,1,0,0.0,2.0,2.0,1.0,2024-01-12 12:45:00,2024-01-12 13:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.030000000000000027,0.7324244923464075,1,0.14
1108,work,work,22.0,83.0,84.0,-1,0,0,0,1,0,0.0,2.0,2.0,1.0,2024-01-12 13:00:00,2024-01-12 13:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.040000000000000036,0.7396958749638074,1,0.15000000000000002
1109,eat,eat,33.0,82.0,84.0,-1,0,0,1,0,0,1.0,2.0,2.0,1.5,2024-01-12 13:15:00,2024-01-12 14:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.050000000000000044,0.7468108532838845,-1,0.16000000000000003
1110,eat,eat,44.0,81.0,84.0,-1,0,0,1,0,0,1.0,2.0,2.0,1.5,2024-01-12 13:30:00,2024-01-12 14:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.06000000000000005,0.910429432664245,-1,0.16000000000000003
1111,eat,eat,55.0,80.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-12 13:45:00,2024-01-12 14:00:00,2024-01-12,NOON,FRIDAY,WINTER,work,0.16,0.06999999999999995,0.8081370184487248,-1,0.16000000000000003
1112,eat,eat,66.0,79.0,84.0,-1,0,0,1,0,0,2.0,2.0,2.0,2.0,2024-01-12 14:00:00,2024-01-12 14:00:00,2024-01-12,AFTERNOON,FRIDAY,WINTER,work,0.16,0.07999999999999996,0.6921090832097384,-1,0.16000000000000003
1113,work,work,65.0,78.0,83.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-12 14:15:00,2024-01-12 15:00:00,2024-01-12,AFTERNOON,FRIDAY,WINTER,work,0.16,0.08999999999999997,0.5638134652940265,1,0.16000000000000003
1114,work,work,64.0,77.0,82.0,-1,0,0,0,1,0,2.0,2.0,2.0,2.0,2024-01-12 14:30:00,2024-01-12 15:00:00,2024-01-12,AFTERNOON,FRIDAY,WINTER,work,0.16,0.09999999999999998,0.3259532463605942,1,0.17000000000000004
